"0","35","838","2015-06-18 15:48:44"
"1","35","128","1976-12-13 08:31:51"
"2","11","339","2013-11-26 18:33:17"
"3","69","916","2004-11-10 07:57:25"
"4","20","517","2008-07-17 15:08:35"
"5","83","600","1983-06-01 21:11:31"
"6","83","1369","2020-08-24 11:55:59"
"7","80","802","2010-11-10 22:24:22"
"8","65","1568","1993-12-15 23:29:06"
"9","95","1726","2012-02-06 00:38:10"
"10","3","854","2000-10-19 18:18:23"
"11","7","445","2018-02-17 08:33:25"
"12","17","997","2007-05-29 19:58:27"
"13","46","1451","1983-09-18 00:37:31"
"14","74","1200","1990-07-25 03:24:14"
"15","37","1118","2012-03-29 00:06:42"
"16","85","1541","1999-07-16 09:42:54"
"17","43","1079","2008-04-06 00:38:44"
"18","65","798","1977-02-10 19:28:49"
"19","9","1195","1984-07-21 14:16:54"
"20","21","671","1989-07-31 11:23:08"
"21","63","1743","2009-03-14 20:29:57"
"22","56","590","1970-05-12 13:38:02"
"23","58","1026","1976-04-20 21:21:05"
"24","21","1427","2012-01-18 09:58:50"
"25","63","304","1995-07-23 21:50:18"
"26","96","1252","1989-01-19 06:55:12"
"27","96","1001","1976-09-01 11:09:41"
"28","93","505","1981-09-02 08:43:55"
"29","54","963","2021-08-19 09:44:57"
"30","80","197","1973-10-13 00:52:43"
"31","93","1683","1973-06-02 01:30:11"
"32","46","692","1992-02-24 20:15:19"
"33","7","1948","1984-09-30 22:18:16"
"34","77","1004","1986-04-21 11:34:36"
"35","79","1206","1992-06-07 11:04:55"
"36","34","966","2010-01-30 04:41:23"
"37","49","1428","1972-05-28 18:30:13"
"38","93","1345","2017-08-05 21:08:52"
"39","61","684","2009-01-22 17:47:00"
"40","9","1864","1973-06-25 10:21:48"
"41","37","1846","1999-12-02 05:42:06"
"42","0","822","2002-07-20 16:18:28"
"43","31","1716","1972-09-27 22:58:35"
"44","79","468","1998-07-14 22:27:02"
"45","4","1783","1988-12-02 04:15:33"
"46","27","589","1998-01-04 06:15:11"
"47","63","1787","1988-02-07 21:38:00"
"48","30","322","2002-05-31 23:39:03"
"49","82","1127","1985-07-10 21:03:35"
"50","90","1089","1977-06-20 03:13:53"
"51","85","1787","1987-11-25 19:17:40"
"52","1","1799","2012-08-02 23:17:45"
"53","81","434","1984-08-10 04:49:26"
"54","31","1042","2017-09-18 11:13:38"
"55","19","271","1973-01-30 07:53:43"
"56","90","1500","2002-10-11 17:51:54"
"57","35","759","1984-06-17 05:21:20"
"58","89","928","2008-05-20 17:08:52"
"59","25","429","2015-02-19 02:14:33"
"60","14","248","1991-07-05 12:43:06"
"61","46","1264","1974-01-18 20:31:01"
"62","63","1904","1985-04-08 03:25:22"
"63","86","148","2005-07-13 05:40:27"
"64","25","1117","1981-07-07 14:26:26"
"65","48","1961","2011-02-08 20:06:54"
"66","20","128","2013-11-03 01:26:18"
"67","99","1961","2006-11-17 17:48:16"
"68","89","454","1987-09-02 13:06:13"
"69","93","1940","2009-12-30 05:08:16"
"70","10","814","2004-11-19 07:50:30"
"71","77","1895","1974-09-12 02:15:25"
"72","97","1341","1998-11-07 06:14:01"
"73","45","1210","1984-03-31 22:28:43"
"74","77","1178","2004-04-30 16:15:02"
"75","92","570","1986-02-28 10:25:56"
"76","90","637","2001-06-13 18:51:07"
"77","32","1482","1988-10-18 13:47:50"
"78","79","119","1981-09-16 15:10:43"
"79","0","1324","2001-12-26 23:45:42"
"80","78","202","1995-09-19 09:30:32"
"81","71","837","1981-09-01 07:55:02"
"82","29","1242","1972-01-17 16:28:11"
"83","51","226","2021-10-23 04:36:39"
"84","56","402","1993-03-22 21:57:26"
"85","75","14","2015-08-10 14:05:15"
"86","76","129","2013-03-01 07:36:46"
"87","58","615","1996-05-20 17:58:59"
"88","91","1195","2005-01-02 11:30:26"
"89","17","1744","2009-04-26 11:21:31"
"90","79","720","2011-01-25 03:15:38"
"91","81","1289","2006-09-23 18:59:42"
"92","80","1154","2007-06-02 09:33:47"
"93","30","641","2021-05-20 04:48:57"
"94","94","226","1994-03-03 07:21:02"
"95","12","728","2003-07-28 13:02:39"
"96","16","426","2002-04-03 02:25:57"
"97","50","871","1996-05-02 22:32:25"
"98","72","473","1977-04-04 22:47:44"
"99","84","1882","1993-09-08 00:12:06"
"100","50","1730","2014-12-04 22:22:57"
"101","3","1824","2007-06-07 21:53:05"
"102","9","472","2017-12-30 14:08:59"
"103","43","1920","1983-11-20 20:36:10"
"104","84","1998","1990-04-28 23:36:21"
"105","67","1384","2004-07-04 10:06:42"
"106","84","693","1977-04-12 02:59:03"
"107","58","636","2014-03-05 06:11:07"
"108","14","736","2014-01-08 14:16:22"
"109","1","266","2010-12-13 13:12:16"
"110","50","79","1997-03-01 08:52:40"
"111","33","1073","1996-05-29 02:01:32"
"112","97","1634","1981-07-31 22:41:44"
"113","60","1240","2010-05-14 07:55:19"
"114","0","1323","1980-05-16 09:44:44"
"115","17","1756","1997-01-19 20:15:00"
"116","21","235","1999-07-01 16:47:09"
"117","90","429","2019-07-04 01:07:14"
"118","81","1995","2021-05-15 17:51:10"
"119","9","726","1999-01-30 07:56:45"
"120","37","697","1987-10-08 16:22:28"
"121","88","1652","2006-03-11 18:19:05"
"122","59","1879","1970-04-26 22:34:40"
"123","98","1861","1970-06-04 13:20:48"
"124","45","1164","1975-07-24 08:19:15"
"125","75","217","2014-04-17 00:48:25"
"126","4","271","2013-03-15 06:05:19"
"127","21","641","1984-03-03 10:34:53"
"128","33","212","1990-02-16 19:17:31"
"129","92","671","2021-04-07 15:29:13"
"130","31","1003","1976-12-01 19:25:43"
"131","14","490","1977-11-09 22:23:40"
"132","47","404","1988-12-10 16:55:19"
"133","49","1347","1971-11-26 15:55:09"
"134","8","1398","1975-06-30 20:21:07"
"135","18","782","1973-08-20 17:21:29"
"136","57","1624","1972-09-09 15:26:09"
"137","2","1372","1977-01-16 09:58:15"
"138","95","780","1990-07-26 14:30:30"
"139","2","759","1984-05-29 07:52:38"
"140","9","873","1999-08-11 14:20:36"
"141","43","269","1976-12-03 09:23:50"
"142","51","1259","1986-03-05 08:06:58"
"143","2","1214","1975-07-14 01:20:10"
"144","33","1915","1970-09-26 11:19:31"
"145","15","1420","1994-02-03 06:06:52"
"146","47","1836","1979-09-20 22:26:13"
"147","83","1451","2016-12-13 19:58:46"
"148","33","292","2010-01-18 01:03:31"
"149","51","702","2000-04-15 02:00:31"
"150","58","1501","1999-04-02 17:33:56"
"151","33","98","2000-10-15 00:35:13"
"152","44","126","1989-12-21 05:56:27"
"153","58","942","1977-03-02 18:40:07"
"154","70","1931","1972-11-01 14:44:26"
"155","14","1044","1993-11-03 15:25:35"
"156","81","1743","2007-12-22 20:08:20"
"157","45","600","2019-11-10 00:21:48"
"158","71","835","2006-02-22 11:48:53"
"159","48","614","1996-05-06 23:47:01"
"160","81","1761","2011-01-05 05:02:03"
"161","30","1004","2002-08-13 03:05:54"
"162","92","1802","1974-07-16 23:29:21"
"163","30","1199","2001-12-23 18:05:50"
"164","2","1606","2012-08-03 10:55:09"
"165","54","756","2017-03-10 16:28:59"
"166","36","707","2017-12-15 15:37:58"
"167","87","296","2013-09-02 18:06:21"
"168","82","467","1988-12-09 08:52:33"
"169","91","702","2020-12-06 20:11:26"
"170","97","354","1972-01-22 01:27:52"
"171","32","1259","1970-11-14 03:14:47"
"172","50","1360","2005-01-26 09:40:48"
"173","55","773","1974-03-21 15:42:26"
"174","36","754","2003-11-05 11:18:07"
"175","36","1120","1977-06-26 01:19:39"
"176","19","1042","1973-01-24 06:44:03"
"177","99","429","1976-07-23 11:39:47"
"178","58","1170","1971-02-23 06:09:21"
"179","85","1314","2021-08-21 03:21:24"
"180","87","468","2015-12-09 09:22:35"
"181","78","792","1992-09-06 12:45:22"
"182","74","1073","1978-07-06 01:22:30"
"183","97","590","2012-03-07 23:13:22"
"184","47","1210","1981-07-17 08:44:39"
"185","89","117","1993-08-08 02:56:23"
"186","97","1429","2012-09-30 07:30:02"
"187","92","1879","1994-03-02 05:04:13"
"188","35","1089","1980-05-24 05:59:55"
"189","90","341","1985-04-29 03:34:36"
"190","31","333","1971-08-24 01:37:32"
"191","76","459","1989-10-08 21:29:48"
"192","31","665","2003-07-27 17:42:45"
"193","95","1422","2018-07-08 11:47:04"
"194","94","167","1977-02-02 15:10:25"
"195","46","1380","2006-09-25 03:05:19"
"196","52","1235","1974-09-24 19:12:24"
"197","87","1286","2011-11-09 07:08:07"
"198","94","1920","2014-03-02 10:33:07"
"199","77","571","1973-11-27 04:07:23"
"200","83","1149","1987-07-13 08:31:57"
"201","77","185","2018-11-16 16:52:36"
"202","17","922","1973-09-12 13:05:28"
"203","24","1272","2006-03-25 14:49:01"
"204","66","1541","2012-06-19 23:52:52"
"205","62","1866","2021-09-25 05:22:51"
"206","13","1130","1987-11-13 03:01:14"
"207","1","1587","2002-04-19 14:17:55"
"208","83","637","1987-02-26 08:27:05"
"209","27","1789","2005-05-29 09:11:40"
"210","81","1851","2009-03-09 04:22:22"
"211","53","1239","2002-02-15 19:35:02"
"212","53","1899","2009-06-04 14:30:30"
"213","93","356","2006-07-27 09:44:41"
"214","27","217","1978-01-14 02:33:40"
"215","65","592","1992-11-15 03:41:15"
"216","49","1470","1990-07-28 23:59:36"
"217","65","916","2000-12-18 02:09:17"
"218","19","1493","2013-10-15 13:45:36"
"219","4","1218","2016-04-02 14:44:31"
"220","22","1099","2020-12-11 17:48:15"
"221","46","1949","2003-09-25 02:33:12"
"222","25","36","2000-09-15 06:27:13"
"223","6","767","2019-01-27 22:22:50"
"224","40","1887","2020-11-16 02:41:58"
"225","70","1244","1979-04-14 23:58:39"
"226","4","1036","1977-11-05 13:25:23"
"227","92","947","1985-02-01 09:37:09"
"228","64","1026","1996-05-11 13:19:30"
"229","20","1153","2003-07-09 09:16:16"
"230","34","1551","1976-04-09 04:05:07"
"231","5","983","1999-11-26 02:02:34"
"232","99","1939","2014-07-13 00:18:05"
"233","90","1965","2019-08-22 21:25:23"
"234","53","589","2018-07-13 17:50:07"
"235","37","1514","1980-02-15 14:19:08"
"236","18","824","1976-07-06 13:10:54"
"237","70","450","2009-11-14 08:38:51"
"238","81","0","2014-06-21 06:09:46"
"239","3","1152","1978-11-15 04:13:28"
"240","63","704","1990-12-22 16:00:14"
"241","3","1121","2002-04-08 12:49:51"
"242","87","354","1981-10-24 17:33:51"
"243","62","1324","1977-02-20 10:21:55"
"244","12","1124","1990-06-01 21:26:40"
"245","74","942","1998-05-10 21:25:30"
"246","39","413","1975-01-25 05:10:49"
"247","95","1259","2008-08-15 17:01:38"
"248","26","527","2003-12-29 04:39:17"
"249","2","352","1981-03-28 11:55:18"
"250","9","1088","2003-04-24 11:02:02"
"251","80","1411","1988-10-20 22:04:14"
"252","63","433","2014-04-10 01:44:54"
"253","24","1473","2009-08-02 00:08:15"
"254","87","610","1971-11-19 11:26:51"
"255","51","1619","1985-12-14 20:49:37"
"256","82","276","2019-02-02 05:56:14"
"257","22","224","2014-06-11 20:02:42"
"258","64","310","2012-09-24 19:38:16"
"259","5","756","2016-05-18 14:49:07"
"260","81","426","1988-03-24 18:42:05"
"261","12","1362","1997-02-02 10:38:10"
"262","3","838","1991-05-09 21:17:11"
"263","13","1411","1992-05-23 12:09:48"
"264","56","1499","2017-09-30 07:02:42"
"265","96","1899","1997-07-06 21:00:04"
"266","82","1236","2018-01-15 15:07:57"
"267","9","1362","1991-11-10 07:58:53"
"268","11","736","1992-04-10 11:11:03"
"269","83","1849","1990-10-08 14:00:58"
"270","40","994","1987-03-15 19:59:07"
"271","5","819","2010-10-25 04:48:44"
"272","11","1367","1998-05-19 18:20:19"
"273","76","1276","1997-10-12 17:37:26"
"274","67","714","2003-12-01 16:47:55"
"275","77","1431","1990-12-08 02:14:03"
"276","23","1683","2017-12-30 03:57:38"
"277","76","525","2006-12-01 23:42:05"
"278","54","445","1981-06-13 08:11:01"
"279","97","990","2017-07-30 19:56:37"
"280","49","406","1988-10-19 18:47:51"
"281","41","1562","1979-07-17 15:53:45"
"282","23","292","1974-02-11 01:16:13"
"283","13","1082","1974-10-05 13:48:06"
"284","66","1914","2021-10-26 00:05:00"
"285","44","1445","2017-11-01 05:03:07"
"286","26","1197","1999-10-01 11:03:49"
"287","27","1383","2007-04-11 16:29:51"
"288","62","898","1987-10-04 05:19:16"
"289","4","1465","1992-09-21 19:54:06"
"290","86","473","1987-09-16 15:08:10"
"291","72","467","2006-11-02 11:53:40"
"292","9","1091","1996-03-26 05:41:42"
"293","64","1324","1987-02-08 22:17:51"
"294","84","1789","1977-06-09 02:42:23"
"295","24","1116","1994-01-14 21:02:00"
"296","10","356","1982-02-01 19:23:41"
"297","49","1849","2021-06-01 22:55:02"
"298","13","1251","2007-09-10 16:49:04"
"299","52","1891","2000-12-07 01:02:04"
"300","18","1836","1970-03-05 22:45:41"
"301","22","146","1999-03-02 10:29:28"
"302","28","1039","1975-11-16 08:12:47"
"303","34","800","1973-02-01 05:56:08"
"304","80","240","1985-10-05 06:55:25"
"305","13","444","1991-04-23 03:31:48"
"306","32","1863","1979-06-30 11:18:06"
"307","97","1518","2002-08-31 23:34:02"
"308","79","105","1974-06-30 00:33:35"
"309","16","296","1996-09-29 18:50:46"
"310","7","1274","2009-04-25 00:00:39"
"311","80","358","2015-12-14 09:05:02"
"312","83","1830","2003-02-21 23:47:10"
"313","58","1915","2015-08-06 08:03:08"
"314","83","1544","1979-07-15 10:58:37"
"315","60","1567","1990-10-15 09:32:24"
"316","27","976","2011-06-17 22:21:27"
"317","8","1340","1981-10-30 21:02:27"
"318","29","949","1973-07-06 20:26:47"
"319","70","595","2014-07-01 11:30:20"
"320","19","1849","1984-05-19 20:30:17"
"321","86","463","1987-06-03 04:39:15"
"322","31","891","1975-09-29 09:57:07"
"323","93","1966","1980-09-20 13:53:22"
"324","95","300","1987-11-22 11:52:55"
"325","23","1861","2008-07-10 07:21:40"
"326","47","1142","2016-10-25 06:11:04"
"327","97","407","1989-07-03 23:52:56"
"328","70","1610","2001-04-29 06:35:13"
"329","38","1599","2011-09-28 17:19:32"
"330","80","1731","2021-04-10 00:18:59"
"331","38","679","2004-07-27 22:59:57"
"332","50","201","1992-06-04 19:31:38"
"333","77","1470","1996-02-11 06:09:08"
"334","29","1597","2015-01-25 16:43:14"
"335","96","340","1978-05-27 18:12:10"
"336","70","1244","2003-01-02 14:12:58"
"337","65","1208","1992-03-07 12:52:14"
"338","82","1787","2015-11-11 10:35:35"
"339","77","253","1980-09-10 22:43:40"
"340","23","1955","1986-11-03 11:31:12"
"341","76","1615","1975-08-20 14:19:12"
"342","99","1751","1985-01-02 01:26:56"
"343","44","393","2006-07-03 20:52:24"
"344","10","1265","1993-09-13 05:12:06"
"345","32","1823","1992-07-05 09:56:53"
"346","43","1927","1973-01-19 22:38:20"
"347","23","1923","1975-04-15 15:48:07"
"348","58","18","1971-12-21 17:07:56"
"349","32","1248","1993-01-09 03:27:11"
"350","10","352","1973-01-04 12:34:53"
"351","52","1218","2014-07-10 05:36:55"
"352","61","373","2008-06-07 20:35:00"
"353","29","1618","1973-07-31 08:27:18"
"354","62","440","1995-05-30 05:28:51"
"355","28","1860","2017-08-31 18:57:41"
"356","53","555","1970-12-23 17:56:11"
"357","98","526","1980-02-20 05:25:57"
"358","64","341","1975-06-26 07:43:56"
"359","0","1197","1990-08-23 07:20:59"
"360","24","1219","1987-04-10 21:35:32"
"361","88","559","1992-07-06 18:04:03"
"362","47","1331","2014-06-11 23:53:06"
"363","49","669","2011-09-10 13:41:00"
"364","35","579","2005-04-04 23:17:57"
"365","78","949","1991-11-08 05:40:56"
"366","49","1914","1973-02-17 16:38:15"
"367","20","170","1972-11-25 23:30:44"
"368","10","1545","1991-01-12 05:52:31"
"369","23","491","1987-07-21 01:54:04"
"370","95","152","1970-04-23 17:03:19"
"371","50","1944","2017-09-30 21:08:02"
"372","9","1283","1982-12-14 12:19:59"
"373","19","1818","2008-10-27 19:57:24"
"374","37","1394","2010-01-13 12:18:56"
"375","41","592","1992-02-29 02:48:05"
"376","97","636","1986-08-17 02:26:59"
"377","7","555","2007-05-13 13:42:46"
"378","6","1774","1974-11-23 08:43:19"
"379","34","1806","2009-07-04 09:16:52"
"380","12","486","2005-12-03 01:09:09"
"381","34","1268","1975-08-23 15:49:45"
"382","23","1656","1992-06-26 07:45:56"
"383","62","721","1988-05-06 16:35:20"
"384","35","1425","1997-06-14 04:54:01"
"385","57","221","1998-07-23 17:06:12"
"386","64","1005","1982-03-18 16:39:35"
"387","14","1211","2018-04-01 08:26:44"
"388","95","782","1971-04-10 13:28:11"
"389","32","165","1980-03-21 15:18:23"
"390","56","451","1989-02-07 20:55:05"
"391","31","72","2000-11-20 20:31:59"
"392","34","1944","1982-11-16 08:27:24"
"393","13","922","2004-02-01 13:56:48"
"394","40","1096","1999-11-02 03:36:24"
"395","23","873","2003-04-03 19:44:12"
"396","98","261","1989-01-18 02:06:02"
"397","73","934","2015-05-27 11:19:17"
"398","87","393","2001-05-25 22:37:15"
"399","50","1647","2014-04-21 19:23:44"
"400","90","1563","2010-07-18 06:34:17"
"401","49","669","1985-05-26 11:34:29"
"402","16","1384","1988-03-23 07:19:50"
"403","81","988","2017-09-06 06:28:48"
"404","14","1036","1978-11-21 10:23:50"
"405","79","1320","2003-12-24 07:03:36"
"406","79","43","2014-10-09 12:20:44"
"407","74","669","2005-05-28 01:07:16"
"408","4","782","1979-12-17 00:07:36"
"409","23","1315","1979-04-29 10:30:12"
"410","1","222","2007-09-18 18:28:50"
"411","98","814","1988-03-08 22:46:48"
"412","23","660","1970-09-29 21:28:49"
"413","83","109","2017-08-02 12:09:15"
"414","20","765","2000-10-04 13:40:54"
"415","85","571","1972-03-03 19:35:02"
"416","6","1620","1976-09-27 14:08:37"
"417","89","1079","2012-07-24 03:15:50"
"418","34","136","1997-06-25 17:58:53"
"419","90","431","1994-12-28 17:39:41"
"420","33","148","2017-08-02 07:23:00"
"421","59","1370","1980-12-20 10:00:32"
"422","93","355","1985-11-05 19:53:14"
"423","56","1975","1982-07-02 21:37:09"
"424","41","1471","1974-06-01 23:05:43"
"425","57","736","1981-11-05 01:21:03"
"426","50","684","1985-11-09 13:48:50"
"427","58","431","2020-02-20 21:51:39"
"428","10","1153","1972-11-22 21:23:27"
"429","98","471","1977-10-05 03:08:30"
"430","63","983","1985-07-30 04:43:55"
"431","17","1678","2007-08-28 04:16:25"
"432","38","1106","2016-06-20 19:32:08"
"433","64","1756","2008-05-11 20:17:05"
"434","22","1299","1982-04-06 13:20:07"
"435","96","1286","1986-03-30 14:19:48"
"436","38","1372","1990-11-25 22:27:56"
"437","4","767","2006-02-25 07:57:46"
"438","94","486","1979-04-04 14:30:45"
"439","1","302","1978-09-15 04:39:45"
"440","75","136","1989-10-17 21:23:17"
"441","87","1189","1994-06-08 20:12:23"
"442","54","1104","1994-06-24 06:56:12"
"443","84","869","2021-10-14 15:52:31"
"444","47","467","2001-06-15 18:58:08"
"445","46","663","1979-12-11 21:50:23"
"446","6","802","2003-10-03 06:49:23"
"447","72","391","1970-11-21 10:41:18"
"448","85","422","2005-09-09 01:56:57"
"449","63","224","2007-03-08 22:14:02"
"450","87","354","1995-08-05 22:07:25"
"451","57","704","2020-08-04 08:07:31"
"452","90","151","1976-05-04 16:31:53"
"453","8","1499","2009-03-21 12:52:38"
"454","90","1174","1989-07-14 08:31:15"
"455","60","352","1976-11-20 03:47:05"
"456","36","1296","1973-12-09 03:52:47"
"457","66","1385","2011-11-27 15:15:48"
"458","16","1998","2011-06-22 07:07:38"
"459","95","259","1970-03-06 04:04:16"
"460","32","257","1992-05-23 00:52:14"
"461","87","1852","2015-12-07 03:40:11"
"462","11","1406","1980-06-25 04:09:36"
"463","45","1300","2013-09-09 03:27:37"
"464","96","407","1997-05-14 20:09:14"
"465","53","1965","2012-01-14 14:08:03"
"466","13","1722","1977-12-10 05:05:52"
"467","99","1656","2019-02-06 22:36:05"
"468","90","1673","1976-03-18 12:06:01"
"469","7","397","2018-08-10 23:44:48"
"470","16","940","2018-12-28 11:41:09"
"471","90","614","2019-05-14 06:23:07"
"472","60","1473","1980-11-17 13:01:37"
"473","93","905","1981-12-02 02:11:49"
"474","37","440","1998-05-03 00:00:31"
"475","23","146","1998-02-13 09:05:36"
"476","94","703","1981-05-26 02:07:25"
"477","54","1847","2019-01-22 07:11:09"
"478","5","1662","2002-01-26 19:47:48"
"479","15","202","1982-10-15 07:43:26"
"480","46","1283","1995-12-18 16:26:21"
"481","54","66","2011-02-04 17:02:32"
"482","21","356","2001-03-24 14:15:09"
"483","51","1758","1977-08-19 02:22:00"
"484","9","1240","1989-09-03 19:50:29"
"485","33","1255","1989-09-16 01:52:41"
"486","44","389","1998-10-15 06:38:33"
"487","38","1251","1972-06-13 02:41:21"
"488","37","754","2014-03-04 14:51:36"
"489","45","489","2010-08-02 16:14:15"
"490","10","797","1999-08-21 14:49:23"
"491","95","1120","2015-06-16 01:36:00"
"492","86","1872","2013-11-01 22:17:52"
"493","45","406","1980-04-17 05:15:40"
"494","10","1395","1984-09-03 00:18:08"
"495","15","1046","2002-01-18 09:47:44"
"496","18","1053","1985-12-07 05:09:48"
"497","40","1360","1979-09-19 11:56:38"
"498","74","1150","2005-07-30 16:51:34"
"499","56","1385","1991-04-01 23:15:56"
"500","7","857","2004-06-15 22:09:33"
"501","57","1969","1997-01-16 12:51:07"
"502","83","620","1975-03-04 09:24:19"
"503","24","382","2004-06-22 11:33:08"
"504","50","1013","1979-10-16 19:10:22"
"505","84","1767","1978-08-03 19:25:15"
"506","80","1646","2004-07-24 01:02:43"
"507","83","1811","2009-08-20 14:15:30"
"508","75","1541","2015-05-24 22:15:08"
